Round,Accuracy
0,0.1834
1,0.1834
2,0.1834
3,0.1834
4,0.1834
5,0.1834
6,0.1834
7,0.1834
8,0.1834
9,0.1834
10,0.1834
11,0.1834
12,0.1834
13,0.1834
14,0.1834
15,0.1834
16,0.1834
17,0.1834
18,0.1834
19,0.1834
20,0.1834
21,0.1834
22,0.1834
23,0.1834
24,0.1834
25,0.1834
26,0.1834
27,0.1834
28,0.1834
29,0.1834
30,0.1834
31,0.1834
32,0.1834
33,0.1834
34,0.1834
35,0.1834
36,0.1834
37,0.1834
38,0.1834
39,0.1834
40,0.1834
41,0.1834
42,0.1834
43,0.1834
44,0.1834
45,0.1834
46,0.1834
47,0.1834
48,0.1834
49,0.1834
50,0.1834
